src,dst,idiom_chars,literal_chars,sentence_chars,idiom_log_avg,idiom_log_min,idiom_log_max,idiom_log_tot,literal_log_avg,literal_log_min,literal_log_max,literal_log_tot,sentence_log_avg,sentence_log_min,sentence_log_max,sentence_log_tot
我正站在石阶上，望着那群小女孩儿，个个捞起裙子，兴高采烈地踢着毽子，忽然看见王雄从那丛芭蕉树后问了出来，朝着丽儿直招手，悄悄地叫道：,我正站在石阶上，望着那群小女孩儿，个个捞起裙子，高兴地踢着毽子，忽然看见王雄从那丛芭蕉树后问了出来，朝着丽儿直招手，悄悄地叫道：,采烈,,我正站在石阶上，，，，，，望着着着那那群小女孩儿儿个个捞起裙子子兴高地地踢毽忽然看见王雄从丛芭蕉树后问了出来朝丽直招手悄悄叫道：,4.73974852950408,4.640987983975901,4.83850907503226,9.47949705900816,,,,,5.140891596066121,1.6020599913279623,6.328079367534302,293.0308209757689
一串单个的名字，同到一堆如像恋爱，作媒，结婚，亲嘴的字言，四面八方的掷来，少年为这些来去无踪的零碎片段思想包围，人是苦恼了。,一串单个的名字，同到一堆如像恋爱，作媒，结婚，亲嘴的字言，从各个方向掷来，少年为这些隐秘的零碎片段思想包围，人是苦恼了。,的四面八来去无踪,个从各向隐秘,一一串单个的的的名字字，，，，，，，同到堆如像恋爱作媒结婚亲嘴言方掷来少年为这些零碎片段思想包围人是苦恼了。,5.518527825917389,4.120343562438025,6.898872334231127,44.148222607339115,5.236279796097538,4.466778677223395,6.079029216372213,31.417678776585227,5.325152258009493,3.5010592622177517,6.898872334231127,244.95700386843666
老范听到这两个消息，大吃一惊，也十分愤怒。,老范听到这两个消息，十分吃惊，也十分愤怒。,大一,十分,老范听到这两个消息，，吃惊也十分愤怒。,6.253634807419056,6.022866980898359,6.484402633939753,12.507269614838112,5.576375274935495,5.530140763389811,5.6226097864811795,11.15275054987099,5.2616475888461505,4.138271111964449,6.190903469577734,84.18636142153841
他常常事先就定下一些活动和约会，可等到晚饭后七八点钟，夜间的节目即将拉开帷幕，他却不由自主地车头一转，驶上去王琦瑶家的路上，就好像那些梦雳在向他招手。,他常常事先就定下一些活动和约会，可等到晚饭后七八点钟，夜间的节目即将拉开帷幕，他却不由地车头一转，驶上去王琦瑶家的路上，就好像那些梦雳在向他招手。,自主,,他他他常常事先就就定下一一些些活动和约会，，，，，可等到晚饭后七八点钟夜间的的节目即将拉开帷幕却不由地车头转驶上上去王琦瑶家路好像那梦雳在向招手。,5.694127896500719,5.601726542335676,5.786529250665763,11.388255793001438,,,,,5.3628349824350465,2.9885589568786157,6.898872334231127,359.3099438231481
这血明明白白是为茅草割破手而流，五明流血是为帮同阿黑采蕨责任在阿黑，也很显然了。,这血分明是为茅草割破手而流，五明流血是为帮同阿黑采蕨责任在阿黑，也很显然了。,明白白,分,这血血明明是是为为茅草割破手而流流，，五帮同阿阿黑黑采蕨责任在也很显然了。,5.278656404153089,5.172392737861284,5.491183736736695,15.835969212459265,5.6226097864811795,5.6226097864811795,5.6226097864811795,5.6226097864811795,5.22174618498512,2.625312450961674,6.417553063895811,177.5393702894941
海上的雾气似乎淡薄了一些，隐隐约约能看到近处淡白的海面。,海上的雾气似乎淡薄了一些，隐约能看到近处淡白的海面。,隐约,,海海上的的雾气似乎淡淡薄了一些，隐约能看到近处白面。,4.731531317661863,4.466778677223395,4.996283958100331,9.463062635323727,,,,,5.371833941331672,4.035669834651681,6.898872334231127,128.92401459196012
“大表哥，我总觉得你想得太多一点，”琴不以为然地说。,“大表哥，我总觉得你想得太多一点，”琴表示不赞同地说。,以为然,表示赞同,“大表哥，，我总觉得得你想太多一点”琴不地说。,5.894804704911684,5.708442996747777,6.016630595035998,17.684414114735052,5.088037246071549,4.360006132229098,5.64108823009699,20.352148984286195,5.602442744048122,4.01632285401379,6.484402633939753,100.84396939286619
充作饼馅的麦芽糖，软软甜甜且不说，最不可思议的是它不腻、不滞、不粘牙。,充作饼馅的麦芽糖，软软甜甜且不说，最神奇的是它不腻、不滞、不粘牙。,不可思议,神奇,充作饼馅的的麦芽糖，，软软甜甜且不不不不说最是它腻、、滞粘牙。,5.609100910241562,5.067480023931482,6.349843587227183,22.436403640966248,5.061483551291543,4.856843640105856,5.266123462477229,10.122967102583086,4.937521117612882,2.870403905279027,6.898872334231127,128.37554905793493
因此我恍然大悟，那种眉花眼笑的美满结婚照相，全不是当时照的。”,因此我突然明白，那种眉花眼笑的美满结婚照相，全不是当时照的。”,恍大悟,突明白,因此我然，，那种眉花眼笑的的美满结婚照照相全不是当时。”,4.537901393601303,3.5543680009900878,6.022866980898359,13.613704180803909,5.196766511304593,4.926723059315801,5.491183736736695,15.590299533913779,5.549016689992936,4.169174619753743,6.898872334231127,133.17640055983045
志摩生前，最为人所误解，而实际也许是催他速死的最大原因之一的一重性格，是他的那股不顾一切，带有激烈的燃烧性的热情。,志摩生前，最为人所误解，而实际也许是催他速死的最大原因之一的一重性格，是他的那股一股脑，带有激烈的燃烧性的热情。,不顾切,股脑,志摩生前，，，，最最为人所误解而实际也许是是催他他速死的的的的的大原因之一一一重性性格那股带有激烈燃烧热情。,5.36078114850039,4.630783708295158,6.349843587227183,16.08234344550117,4.790664441539601,4.789911946866105,4.791416936213097,9.581328883079202,5.596287253006101,3.81544491624435,6.898872334231127,274.21807539729895
他们的怒气被激起来，大家都不约而同地留神去找尤大兴的破绽，好借口打他。,他们的怒气被激起来，大家都同时留神去找尤大兴的破绽，好借口打他。,不约而地,时,他他们的的怒气被激起来，，大大家都同留神去找尤兴破绽好借口打。,5.786253078022633,4.996283958100331,6.349843587227183,23.145012312090532,5.920922277417354,5.920922277417354,5.920922277417354,5.920922277417354,5.41249314024548,3.2060158767633444,6.898872334231127,151.54980792687343
冯云卿吐去了那含在嘴里有好半天的一口浓痰，慌慌张张问。,冯云卿吐去了那含在嘴里有好半天的一口浓痰，慌张问。,慌张,,冯云卿吐去了那含在嘴里有好半天的一口浓痰，慌张问。,4.590526277870373,4.047235915459681,5.133816640281064,9.181052555740745,,,,,5.153457414210573,3.2530955858490316,6.898872334231127,118.52952052684319
它一言不发地夹在其他赤身露体的糕饼当中，有一种无声的热闹，有一种难掩的喜气。,它沉默地夹在其他裸露的糕饼当中，有一种无声的热闹，有一种难掩的喜气。,一言不发赤身体,沉默裸,它一一地夹在其他露的的的糕饼当中，，有有种种无声热闹难掩喜气。,5.506878178623901,4.040641891544537,6.484402633939753,38.54814725036731,4.305603072442392,3.7598188773748262,4.6881705651292815,12.916809217327177,5.501093320252758,3.617210094557434,6.898872334231127,154.03061296707722
冬天的太阳软绵绵的，晒得人全身都有一股说不出的懒怠劲，我喜欢那么悠悠晃晃，做白日梦，一堂课我胡思乱想混去了半堂。,冬天的太阳软绵绵的，晒得人全身都有一股说不出的懒怠劲，我喜欢那么悠悠晃晃，做白日梦，一堂课我走神混去了半堂。,胡思乱想,走神,冬天的的的太阳软绵绵，，，，晒得人全身都有一一股说不出懒怠劲我我喜欢那么悠悠晃晃做白日梦堂堂课混去了半。,5.009654917128492,4.635473693585547,5.566813285978688,20.038619668513967,5.27653571761704,5.266123462477229,5.2869479727568525,10.55307143523408,5.154927018289695,3.2664668954402414,6.898872334231127,242.28156985961564
我想象金先生坐在平板三轮上东张西望，那情景一定非常有趣。,我想象金先生坐在平板三轮上张望着，那情景一定非常有趣。,东西,着,我想象金先生坐在平板三轮上张望，那情景一定非常有趣。,5.350539922313754,5.31436868844428,5.386711156183228,10.701079844627507,5.796800440476906,5.796800440476906,5.796800440476906,5.796800440476906,5.404445462262931,4.41427122809658,6.484402633939753,129.70669109431034
我不接他的话，他又翻来覆去地说，“到哪儿弄钱去？”,我不接他的话，他又反复地说，“到哪儿弄钱去？”,翻来覆去,反复,我不接他他的话，，又去地说“到哪儿弄钱？”,5.031530298644961,3.94423584379348,6.033210174857139,20.126121194579845,5.1267275042092795,4.994853639071454,5.258601369347105,10.253455008418559,5.684914248472762,4.450326104061412,6.898872334231127,90.9586279755642
我轻轻的摸著它的里里外外，好似得了宝贝似的不知所措的欢喜著，脑子里突然浮出一片大漠落霞的景色，背后的配乐居然是“狮子与我”片中那首叫做“生而自由”的好听的主题曲。,我轻轻的摸著它的里里外外，好似得了宝贝似的莫名的欢喜著，脑子里突然浮出一片大漠落霞的景色，背后的配乐居然是“狮子与我”片中那首叫做“生而自由”的好听的主题曲。,不知所措,莫名,我我轻轻的的的的的的的的摸著著它里里里外外，，，好好似似得了宝贝欢喜脑子子突然然浮出一片片大漠落霞景色背后配乐居是““狮与””中那首叫做生而自由听主题曲。,5.484486798450325,4.383312585576419,6.349843587227183,21.9379471938013,4.915217554473326,4.532716169586027,5.297718939360625,9.830435108946652,5.437775261487062,3.7368743616484226,6.898872334231127,375.20649304260724
让人哭，让人笑，让人咬牙切齿，捶胸顿足，都太容易。,让人哭，让人笑，让人憎恨，悲痛，都太容易。,咬牙切齿捶胸顿足,憎恨悲痛,让让让人人人哭，，，，笑都太容易。,4.302282910428776,3.025715383901341,5.10171614997883,34.41826328343021,4.211704198377717,3.5009222391903005,4.702938639388347,16.846816793510868,5.363715246223161,4.331305798553269,6.27137663940232,64.36458295467793
然而到了近来，并且又到了据说已经有了党的康村，而且自己是正感到无法处置自己历年居积下来的一点钱的时节，这些话，自然不免有点惊心动魄了。,然而到了近来，并且又到了据说已经有了党的康村，而且自己是正感到无法处置自己历年居积下来的一点钱的时节，这些话，自然不免有点令人震撼了。,惊心动魄,令人震撼,然然而而到到到了了了了近来来，，，，并且且又据说已经有有党的的的康村自自自己己是正感无法处置历年居积下一点点钱时节这些话不免。,4.890976759748954,3.563955464995813,5.630264093767866,19.563907038995815,4.756227675186036,3.2837533833325265,6.27137663940232,19.024910700744144,5.6601581458005406,4.571732117751799,6.898872334231127,328.28917245643134
整个山城惊天动地地回应：听清楚了！,整个山城声势极大地回应：听清楚了！,惊天动地,声势极大,整个山城地回应：听清楚了！,5.504005618250848,4.776148886791648,5.986480166613039,22.016022473003392,5.328679716867954,4.90690044184899,6.022866980898359,21.314718867471814,5.3947004970344885,4.600384730622488,6.328079367534302,59.34170546737937
她折起身子，从俺手里抢去那根虎须，噗，一口气吹得无影无踪。,她折起身子，从俺手里抢去那根虎须，噗，一口气吹得没有踪影。,无无,没有,她折起身子，，，从俺手里抢去那根虎须噗一口气吹得影踪。,5.555414909808997,5.555414909808997,5.555414909808997,11.110829819617994,5.9412502827404925,5.631591890933902,6.250908674547084,11.882500565480985,5.0604616963958104,3.0293837776852097,6.484402633939753,116.39061901710365
我跟在他身后幸灾乐祸地说：“请别说这是庸俗，那女人不过是个小巷子里腌菜的大字不识的女人，不值得你失望。”,我跟在他身后戏虐地说：“请别说这是庸俗，那女人不过是个小巷子里腌菜的大字不识的女人，不值得你失望。”,幸灾乐祸,戏虐,我跟在他身后地说说：“请别这是是庸俗，，那女女人人不不不过个小巷子里腌菜的的大字识值得你失望。”,4.3869908571434735,3.9209577059554492,4.812679442785524,17.547963428573894,3.97122368823233,3.4740705032150436,4.468376873249617,7.94244737646466,5.573032239617559,2.655138434811382,6.898872334231127,234.06735406393747
都有些疲乏过度的兴奋，孙小姐也有说有笑，但比了辛楣鸿渐的胡闹，倒是这女孩子老成。,都有些疲乏过度的兴奋，孙小姐也时常说笑，但比了辛楣鸿渐的胡闹，倒是这女孩子老成。,有有,时常,都有些疲乏过度的的兴奋，，，孙小姐也说笑但比了辛楣鸿渐胡闹倒是这女孩子老成。,6.250908674547084,6.250908674547084,6.250908674547084,12.501817349094168,5.62394534108487,5.326968404752386,5.920922277417354,11.24789068216974,5.214421979619395,2.7427251313046983,6.898872334231127,177.29034730705942
梅女士有意无意地分辩着，但也忍不住笑起来。,梅女士有意又好像无意地分辩着，但也忍不住笑起来。,,又好像,梅女士有意意无地分辩着，但也忍不住笑起来。,,,,,5.41944708020731,5.162238712911961,5.614755941939803,16.25834124062193,5.438848592079237,4.242019364975552,6.349843587227183,103.33812324950551
薇龙拉开了珍珠罗帘幕，倚着窗台望出去，外面是窄窄的阳台，铁栏杆外浩浩荡荡都是雾，一片□□乳白，很有从甲板上望海的情致。,薇龙拉开了珍珠罗帘幕，倚着窗台望出去，外面是窄窄的阳台，铁栏杆外一片空旷都是雾，一片□□乳白，很有从甲板上望海的情致。,浩浩荡荡,一片空旷,薇龙拉开了珍珠罗帘幕，，，，，倚着窗台台望望出去外外面是是窄窄的的阳铁栏杆都雾一片□□乳白很有从甲板上海情致。,4.05369439714726,3.923606643017459,4.183782151277061,16.21477758858904,5.019448016688592,3.4363217001397333,6.484402633939753,20.07779206675437,5.061378533409384,3.1772478362556233,6.898872334231127,237.88479107024105
她望着前方灯盏路两侧的杨树，现在那杨树下没有吊着各式各样的灯，也不是有雪的时令，而她却仿佛看到了那年正月十五的大雪和那盏白菜灯。,她望着前方灯盏路两侧的杨树，现在那杨树下没有吊着各钟的灯，也不是有雪的时令，而她却仿佛看到了那年正月十五的大雪和那盏白菜灯。,各式样,钟,她她望着着前方灯灯灯盏盏路两侧的的的的杨杨树树，，，现在那那那下没有有吊各也不是雪雪时令而却仿佛看到了年正月十五大和白菜。,5.346587056925567,5.153180483685678,5.600045629279837,16.0397611707767,4.565493629868862,4.565493629868862,4.565493629868862,4.565493629868862,5.399488572996922,3.395501124305626,6.898872334231127,307.7708486608245
我这才发觉这是个外地人，西班牙文说得极生硬，结结巴巴的。,我这才发觉这是个外地人，西班牙文说得极生硬，有些结巴。,结巴的,有些,我这这才发觉是个外地人，，西班牙文说得极生硬结巴。,5.677581830204576,4.874580378026052,6.898872334231127,17.032745490613728,5.926770778283215,5.602632882019347,6.250908674547084,11.85354155656643,5.546635803844721,4.368547197567657,6.417553063895811,122.02598768458385
衣冠尽卸，赤膊裸裎，挥汗不迭，气喘吁吁，那篇文章会连影子也没有。,衣冠尽卸，赤膊裸裎，挥汗不迭，大喘气，那篇文章会连影子也没有。,吁吁,大,衣冠尽卸，，，，赤膊裸裎挥汗不迭气喘那篇文章会连影子也没有。,3.7701890227359933,3.7701890227359933,3.7701890227359933,7.540378045471987,6.022866980898359,6.022866980898359,6.022866980898359,6.022866980898359,4.729265926698166,1.9138138523837167,6.349843587227183,118.23164816745415
后来又鬼鬼祟祟地跳出来一只火红的狐狸。,后来又偷偷地跳出来一只火红的狐狸。,鬼鬼祟祟,偷偷,后来来又地跳出一只火红的狐狸。,3.756531066060519,3.0519239160461065,4.461138216074931,15.026124264242076,4.2788907249286785,4.2788907249286785,4.2788907249286785,8.557781449857357,5.401924233746977,3.433769833924866,6.898872334231127,75.62693927245768
我在办这些事儿的时候，得到许多经验，明白了许多人情，久而久之，我成了个很精明的人，虽然还不到三十岁-,我在办这些事儿的时候，得到许多经验，明白了许多人情，时间长了，我成了个很精明的人，虽然还不到三十岁-,久久而之,时了间长,我我在办这些事儿的的时候，，，，，得到到许许多多经验明明白了了人人情成个很精虽然还不三十岁-,5.297501544985649,4.796491073891664,5.812404600149979,21.190006179942596,5.812233997570196,5.465720339624601,6.328079367534302,23.248935990280785,5.723248009542043,4.670570524566077,6.898872334231127,228.9299203816817
今天才晓得他们的眼光，全同外面的那伙人一模一样。,今天才晓得他们的眼光，全同外面的那伙人一样。,一模,,今天才晓得他们的的眼光，全同外面那伙人一样。,5.61195188836839,4.7395011427970255,6.484402633939753,11.22390377673678,,,,,5.6643888660021355,4.238447577141119,6.898872334231127,113.28777732004271
"他进一步设想，那成千上万的观看宝船的人，一定也有穆斯林，如果他们知道这宝船出自中国的穆斯林之手，一定为""朵斯提""感到无上的光彩！","他进一步设想，那无数的观看宝船的人，一定也有穆斯林，如果他们知道这宝船出自中国的穆斯林之手，一定为""朵斯提""感到无上的光彩！",成千上万,无数,"他他进一一一步设想，，，，那上的的的的观看宝宝船船人定定也有穆穆斯斯斯林林如果们知道这出自中国之手为""""朵提感到无光彩！",5.421660039926259,4.831505044063497,6.029211243273248,21.686640159705036,5.4093029027789505,5.263190895748905,5.555414909808997,10.818605805557901,5.613290013996856,4.024977972095625,6.898872334231127,297.5043707418334
谁还管青红皂白，先揍完再说，反正打媳妇是理所当然的事。,谁还管对错，先揍完再说，反正打媳妇是应当的。,青红皂白理所然事,对错应,谁还管，，先揍完再说反正打媳妇是当的。,5.119480215374962,3.2281436075977417,5.718524939192306,40.95584172299969,5.363430119617797,4.795191549474123,5.847345582217204,16.09029035885339,5.214742507835158,2.993876914941211,6.898872334231127,83.43588012536253
“柴进不会吃酒，”瑞珏不慌不忙地接口说。,“柴进不会吃酒，”瑞珏冷静地接口说。,不不慌忙,冷静,“柴进不会吃酒，”瑞珏地接口说。,5.342610286524026,4.047235915459681,6.349843587227183,21.370441146096105,4.719500261321295,4.710971568222072,4.728028954420519,9.43900052264259,5.017917689078584,2.2355284469075487,6.349843587227183,60.215012268943006
我是心有余而力不足，”觉新垂头丧气地答道。,我是没办法，”觉新沮丧地答道。,心有余而力不足垂头气,没办法沮,我是，”觉新丧地答道。,5.395161504813004,4.07733156112899,6.349843587227183,53.95161504813004,4.929169265914791,3.3481100684802376,5.66914573296165,19.716677063659166,5.492758333228124,4.196756331057987,6.417553063895811,43.94206666582499
你在轰轰烈烈的音乐声中，听着她清楚地报数：“一、二、三、四、五、六、七、八、九、十、十一、十二，”这时候她稍微停顿了一下，你看到那十二个已经报出的数字，像十二个清晰的脚印，印在金黄的沙地上，“十三！”,你在响亮的音乐声中，听着她清楚地报数：“一、二、三、四、五、六、七、八、九、十、十一、十二，”这时候她稍微停顿了一下，你看到那十二个已经报出的数字，像十二个清晰的脚印，印在金黄的沙地上，“十三！”,轰轰烈烈,响亮,你你在在的的的的音乐声中，，，，，，听着她她清清楚地地报报数数：““一一一、、、、、、、、、、、二二二二三三四五六七八九十十十十十十””这时候稍微停顿了下看到那个个已经出字像晰脚印印金黄沙上！,4.467396171947619,4.293804359919337,4.640987983975901,17.869584687790475,4.762592996139249,4.6129533044323425,4.9122326878461555,9.525185992278498,5.502831963358684,3.7333577879255855,6.898872334231127,401.70673332518396
看了看自己的手，那么白软的一对手，他无可如何的笑了笑。,看了看自己的手，那么白软的一对手，他无奈地笑了笑。,的可如何,奈地,看看了了自己的的手手，，那么白软一对他无笑笑。,5.91899111609292,5.265607803280502,6.898872334231127,23.67596446437168,5.023758878338229,4.061037590063418,5.986480166613039,10.047517756676458,5.7589251105788835,4.460672371877432,6.898872334231127,115.17850221157767
对混世魔王来说，他最需要的是从模子里走一遭，从烈火中滚一遭。,对捣蛋鬼来说，他最需要的是从模子里走一遭，从烈火中滚一遭。,混世魔王,捣蛋鬼,对来说，，他最需要的是从从模子里走一一遭遭烈火中滚。,4.8100620700562144,4.3586010159430195,5.332418259702485,19.240248280224858,4.03775507687008,3.4398062113933303,4.461138216074931,12.113265230610239,5.568983309102471,4.109342269637973,6.898872334231127,128.08661610935684
同时，读者为了想知道荷西最后是否拿得到汉斯欠他的那几千块美金的薪水，也就迫不及待地追看下去了。,同时，读者为了想知道荷西最后是否拿得到汉斯欠他的那几千块美金的薪水，也就着急地追看下去了。,迫不及待,着急,同时，，读者为了了想知道荷西最后是否拿得到汉斯欠他的的那几千块美金薪水也就地追看下去。,5.227154936178832,4.490379920003179,6.349843587227183,20.908619744715327,5.2879855427864095,4.779170645095913,5.796800440476906,10.575971085572819,5.490237962186278,3.7589875468676195,6.898872334231127,219.6095184874511
他们撑着雨伞，一路说说笑笑，通过一段早年间用横石片插起的长长的下坡路，不多时便纷纷消失在城市的大街小巷中。,他们撑着雨伞，一路说说笑笑，通过一段早年间用横石片插起的长长的下坡路，不多时便纷纷消失在城市的各个地方中。,大街小巷,各个地方,他们撑着雨伞，，，一一路路说说笑笑通过段早年间用横石片插起的的的长长下坡不多时便纷纷消失在城市中。,4.918709922785172,3.625415352154408,6.022866980898359,19.674839691140686,5.761170632847832,5.286535057811187,6.079029216372213,23.044682531391327,5.410555011327079,3.741230411025471,6.898872334231127,243.47497550971858
他们将我围住，恶作剧的戏笑起来，旁边两个他们一伙的女孩子，又是泥泞的鞋子就伸过来在我清洁的座位上一搁。,他们将我围住，捣蛋地戏笑起来，旁边两个他们一伙的女孩子，又是泥泞的鞋子就伸过来在我清洁的座位上一搁。,恶作剧的,捣蛋地,他他们们将我我围住，，，的的的戏笑起来来旁边两个一一伙女孩子子又是泥泞鞋就伸过在清洁座位上搁。,5.461274930311619,4.563303059369412,6.898872334231127,21.845099721246477,4.546202393716115,3.4398062113933303,5.986480166613039,13.638607181148345,5.461989526194608,2.788168371141168,6.898872334231127,234.86554962636814
我没有说一句假话，”春兰仗着她的主人在这里给她撑腰，理直气壮地说。,我没有说一句假话，”春兰仗着她的主人在这里给她撑腰，气势强地说。,理直壮,势强,我没有说说一句假话，，”春兰仗着她她的主人在这里给撑腰气地。,5.003144224417206,4.180441298194719,5.599977995417684,15.009432673251618,5.036613464211453,4.90690044184899,5.166326486573917,10.073226928422907,5.50918152529789,3.750354088762708,6.898872334231127,143.23871965774515
这个责任与困苦并不小，有朝一日被屠杀或被饿死，我陪侍着老人们一块儿死；我有两个弟弟在外面抗日，死我也可以瞑目了！,这个责任与困苦并不小，有一天被屠杀或被饿死，我陪侍着老人们一块儿死；我有两个弟弟在外面抗日，死我也可以瞑目了！,朝日,天,这个个责任与困苦并不小，，，有有一一日被被屠杀或饿死死死我我我陪侍着老人们块儿；两弟弟在外面抗也可以瞑目了！,5.197873809677276,4.834929096460576,5.560818522893976,10.395747619354552,5.623129325830838,5.623129325830838,5.623129325830838,5.623129325830838,5.406508537885857,2.6522463410033232,6.484402633939753,264.918918356407
